0,1,2
47678798,-116682718,1
46871724,-116967516,0
44968059,-113816735,1
46242430,-116544158,1
43059165,-114414825,1
43776095,-111691047,1
42688753,-113648077,1
46400349,-116804544,1
42236441,-112556004,1
42838437,-116032163,1
44063604,-116750704,1
42490846,-112836032,1
47501205,-115644501,1
43638480,-111132302,1
42476903,-114120513,1
44683670,-115453583,1
44304193,-116859937,1
40073445,-91206586,1
37152775,-89325581,1
38890378,-89314242,1
42392537,-88811894,1
39944465,-90737957,1
41442109,-89446460,1
39134270,-90693760,1
41986802,-89917167,1
39958003,-90176415,1
40038210,-88174757,0
39588002,-89449507,1
39236906,-87674977,1
38710776,-88664186,1
38620028,-89569004,1
39393753,-88348819,1
41811929,-87687320,0
39158846,-87723392,1
39282208,-88272657,1
40134768,-88745542,1
39766275,-88091437,1
39679882,-87750216,1
38413149,-88043941,1
38990551,-88558435,1
38977111,-88975507,1
40573610,-88384737,1
37899054,-89052317,1
40491232,-90050499,1
37710189,-88183169,1
39376153,-90293302,1
41247346,-88505582,1
38081592,-88538609,1
40241584,-91240017,1
37417713,-88354451,1
40719278,-90894204,1
41208513,-90230506,1
40715072,-87730743,1
37907239,-89410304,0
39121515,-88157258,1
38314373,-89050259,1
39092772,-90374651,1
37424170,-88898049,1
41935616,-88432380,0
41108802,-88146523,1
41601679,-88437533,1
40785753,-90042993,1
42455770,-87884975,0
38717105,-87863812,1
41722648,-89193026,1
40652662,-88394630,1
40169120,-89542183,1
40388444,-90764268,1
42222569,-88525091,1
40488468,-88939637,1
39917841,-89017515,1
39480838,-89903356,1
38721612,-89895817,1
38547927,-88929247,1
40935265,-89338330,1
40301103,-89687211,1
37228995,-88714524,1
39938136,-89943256,1
41208497,-90575522,1
38327408,-90155869,1
39368777,-89654507,1
39618903,-90225738,1
39588093,-88633539,1
41903068,-89540365,1
40744179,-89718401,0
37984776,-89589862,1
39798287,-88727157,1
39620372,-90967919,1
37333591,-88561428,1
37164229,-89170924,1
41205454,-89430236,1
38036046,-89839180,1
38715532,-88225831,1
41520333,-90541585,0
37643233,-88622821,1
39749457,-89606017,1
40113259,-90543205,1
39626630,-90466389,1
39389960,-88959746,1
40995640,-89747439,1
42460658,-89814639,1
40447572,-89334398,1
37509618,-89424913,1
40103625,-87744819,1
38441814,-87828423,1
40749815,-90750256,1
38394883,-89224511,1
38350936,-88566951,1
38150150,-88216053,1
41637929,-89756769,1
41681479,-88201424,0
37804734,-88808056,1
42325364,-89170527,0
40742182,-89134822,1
40832040,-85005402,1
41093763,-85070713,1
39295266,-85949844,1
40505497,-87206960,1
40515895,-85295619,1
39988674,-86563204,1
39180583,-86226228,1
40670628,-86722352,1
40866023,-86225982,1
38286819,-85732062,1
39491743,-87186673,1
40304473,-86469044,1
38345487,-86546080,1
38697289,-87091762,1
39251510,-84914370,1
39241181,-85564278,1
40198550,-85509272,1
38352759,-86912488,1
41585740,-85882695,1
39656933,-85168099,1
38298486,-85896961,1
39986538,-87147674,1
39386175,-85238529,1
41040988,-86254272,1
38281095,-87377340,1
40617379,-85514796,1
39124289,-86970755,1
39937310,-86199445,1
39895139,-85643767,1
38303364,-86168979,1
39632997,-86607678,1
40005999,-85443410,1
40442117,-86215482,1
40712066,-85468798,1
38814419,-86092983,1
40994793,-87103680,1
40378574,-84882263,1
38804552,-85420605,1
38982509,-85616595,1
39506070,-86084340,1
38656969,-87329395,1
41130963,-85856589,1
41583475,-85337737,1
41461543,-87372779,0
41549933,-86742979,1
38839482,-86479430,1
40314012,-85666794,1
39779492,-86132837,0
41325513,-86260569,1
38669976,-86788412,1
40780955,-86016441,1
39173234,-86501543,0
40118361,-86964894,1
39427654,-86533865,1
40977567,-87396982,1
41336115,-85500246,1
38958134,-84984085,1
38620834,-86589851,1
39313258,-86756423,1
39622405,-87320767,1
37999711,-86731971,1
38372926,-87211093,1
41511578,-87179177,1
38069277,-87783602,1
41072624,-86849745,1
39822491,-86973306,1
40159854,-84984682,1
39039682,-85244161,1
39612836,-85439133,1
38695648,-85772815,1
39393802,-85772010,1
37929173,-87033681,1
41175557,-86554326,1
41577443,-85031873,1
39084199,-87419003,1
38809388,-85061136,1
40388656,-86894908,1
40348927,-85937642,1
39625149,-84925002,1
37962292,-87505512,1
40023673,-87475513,1
39498419,-87468825,1
40801867,-85791823,1
40314172,-87403882,1
38118439,-87244937,1
38608621,-86079404,1
39930541,-85028032,1
40859358,-85270039,1
40726466,-86989485,1
41071204,-85510981,1
41215096,-94423224,1
41057677,-94594228,1
43290026,-91445754,1
40812488,-92701454,1
41657834,-95044476,1
41920030,-91978744,1
42469768,-92309475,0
42059677,-94040876,1
42774781,-92403969,1
42469721,-91773824,1
42865889,-95274623,1
42674311,-92633495,1
42281733,-94542337,1
41912702,-94898698,1
41447152,-95104078,1
41772503,-91132480,1
43111474,-93467873,1
42691698,-95628595,1
43110826,-92169251,1
41029822,-93614875,1
42967221,-95013216,1
43034025,-91393408,1
41873852,-90682244,1
41950237,-95470108,1
41776121,-93955694,1
40649038,-92265179,1
40885821,-93761591,1
42367794,-91445994,1
40983507,-91302644,1
43352710,-95119487,1
42484861,-90804116,1
43318868,-94796359,1
42943828,-91833409,1
43060131,-92877776,1
42669601,-93114687,1
40793340,-95758636,1
42029130,-94541989,1
42445049,-92926227,1
41775934,-94357971,1
42434161,-93825581,1
43197698,-93881521,1
42412327,-93084751,1
41745172,-95716704,1
41082887,-91543142,1
43216975,-92092682,1
42776090,-94059946,1
42326783,-95477979,1
41649999,-92065181,1
42138940,-90864621,1
41576832,-92924355,1
40988685,-91785249,1
41510935,-91440616,0
42065281,-91078891,1
41310884,-92159246,1
43082501,-94389877,1
40712900,-91238190,1
42079415,-91599215,0
41304284,-91249503,1
41029481,-93327475,1
43415126,-96146555,1
41351621,-94042219,1
41286383,-92618357,1
41263991,-92938838,1
42025510,-93144785,1
41110642,-95604984,1
43356439,-92788967,1
41994014,-95778514,1
41032270,-93035367,1
41030256,-95156205,1
41559742,-90959154,1
43378852,-95626901,1
40737446,-95156217,1
43130459,-94855389,1
42701230,-96509390,1
42659794,-94897858,1
41672687,-93572173,0
41810889,-92342571,1
40853588,-94194013,1
42268076,-95121242,1
41613034,-90606284,0
41332943,-95587197,1
43084013,-96269648,1
42149851,-93298980,0
41980201,-92375713,1
40722464,-94842837,1
40933655,-94242881,1
40868097,-91889766,1
41143796,-92500600,1
41308413,-93736916,1
41209510,-91551283,1
40710521,-93130436,1
42581749,-94030651,1
43406406,-93748603,1
43203195,-91944055,1
42423688,-96378007,1
43428355,-93261042,1
42600976,-93794414,1
39284707,-76620489,0
37107146,-85459565,1
36783817,-86188104,1
38006484,-84979923,1
37056862,-88961579,1
36965149,-86013864,1
38228942,-83884380,1
36769184,-83708181,1
38881420,-84665597,1
38219407,-84205944,1
38309110,-82717666,1
37637433,-84976020,1
38688556,-84070074,1
37421929,-83377999,1
37645844,-86405203,1
37959505,-85704609,1
37197491,-86672160,1
37140606,-87865635,1
36562065,-88150463,1
38963761,-84368926,1
36863147,-88995991,1
38637181,-85047765,1
38204459,-82907615,1
37291935,-84826280,1
36864233,-87409139,1
37968496,-84157766,1
37147687,-83737014,1
36751732,-85135354,1
37434913,-88246148,1
36819839,-85462435,1
37682485,-86883013,1
37236073,-86270740,1
38131568,-83079708,1
37709721,-84082894,1
38348100,-83718626,1
37331441,-82715606,1
38234133,-84874809,1
36548671,-89208001,1
38762505,-84877785,1
37593625,-84426456,1
38654385,-84603041,1
36607840,-88725226,1
37444623,-86400828,1
37354827,-85614043,1
38546615,-82727678,1
37740277,-86741434,1
37534951,-86033456,1
36842977,-83183446,1
38356954,-84323033,1
37292040,-85914004,1
37840368,-87547026,1
38552133,-85101879,1
36732689,-89101900,1
37200310,-87400477,1
37474770,-84042748,1
38176762,-85521751,0
37860199,-84671365,1
37899527,-82781153,1
38866297,-84517548,1
37348498,-82792578,1
36871254,-83829985,1
37463961,-85639231,1
37167752,-84116614,1
38074113,-82744663,1
37672317,-83687173,1
37056529,-83236134,1
37138850,-82855032,1
38521926,-83335329,1
37377689,-84620613,1
37145668,-88285031,1
36869206,-86663225,1
37073525,-88144971,1
37082918,-88810261,1
36721677,-84467609,1
37488059,-87258644,1
37716443,-84299699,1
37589246,-82945214,1
37585972,-85086510,1
36817672,-88304440,1
37815648,-82492731,1
38612250,-83808021,1
38005963,-86398391,1
37978036,-83467497,1
37866351,-84884036,1
37117670,-85703791,1
36723634,-85700865,1
38052103,-83924711,1
37914002,-83233761,1
37353575,-87165762,1
37740827,-85594790,1
38303859,-83886328,1
37545044,-86778272,1
38491635,-85424726,1
38521800,-85013882,1
37398617,-83704908,1
38637848,-84318142,1
37283017,-83321215,1
37319685,-82611355,1
37822307,-83785309,1
37128053,-84596990,1
38531698,-84035565,1
37345751,-84316140,1
38210471,-83420390,1
37019307,-85069717,1
38306329,-84676123,1
38122662,-85103096,1
36758166,-86581957,1
38032735,-85366055,1
37360392,-85198031,1
36741950,-87245890,1
36953435,-87718377,1
38687402,-85378762,1
37631341,-87866487,1
36924137,-86597869,1
37843697,-85128804,1
36867400,-84825400,1
37487972,-87866125,1
36747032,-84139406,1
37715699,-83636349,1
38021292,-84745488,1
30256405,-92261328,1
30769826,-92771752,1
30186506,-90880484,1
29997400,-91023196,1
30946808,-91894355,1
30803752,-93010616,1
32366002,-93101086,1
32627620,-93608968,1
32607556,-93752560,0
30240705,-93275454,1
31964848,-92182480,1
29897443,-93368241,1
31920835,-91922802,1
32945404,-92811145,1
31590328,-91752932,1
32173318,-93867325,1
30515890,-91080373,0
32771315,-91230175,0
30914247,-91098267,1
30899787,-92296364,1
31961337,-91660042,1
31592547,-92584830,1
29909643,-91812552,1
30159290,-91146472,0
32337632,-92672165,1
29227559,-90018901,1
30261021,-92877409,1
30208120,-92095109,1
29683764,-90627822,1
32597482,-92708389,1
30550219,-90958219,1
32341594,-91216458,0
32606213,-91759778,1
31747563,-93079055,1
30032997,-89882564,0
32490777,-92159354,1
29279536,-89373855,1
30689213,-91476768,1
31163485,-92532189,1
32062391,-93367949,1
32491910,-91856326,1
31641760,-93637939,1
30572825,-90439399,1
31805761,-91387110,0
29396246,-90786270,1
32916505,-92574611,1
29866543,-92158982,1
31110298,-93289988,1
30901690,-89820725,1
32771459,-93406102,1
30494882,-91309262,1
32736836,-91510077,1
30936227,-91456167,1
31914948,-92669269,1
43967474,-70299687,0
44662822,-70153049,0
44387188,-68074964,0
44772503,-69247539,0
45152637,-67377410,0
44318900,-70477506,1
44021333,-69523263,1
44192369,-69121139,0
44601175,-69357191,0
43601018,-70902676,0
39641946,-78408891,1
38974203,-76594942,0
39414306,-76576089,0
38604072,-76604364,1
38889270,-75861191,1
39402352,-77081821,1
39366183,-75884544,1
38597440,-76990278,0
38430928,-75897058,1
39542724,-77292314,1
39538568,-79190791,1
39658104,-76527937,1
39296204,-76981150,0
39308842,-76081650,1
39143979,-77207617,0
38092718,-75888207,1
38915060,-76073905,1
39589123,-77826258,1
38452527,-75574165,1
38412085,-75281074,1
41716271,-70135884,0
42647191,-71184202,0
42061063,-72163991,0
41277794,-70046019,0
42553431,-72392694,0
42013553,-71334399,0
41751812,-70846041,0
42296842,-71533229,0
44792293,-83489404,1
46291471,-86671351,1
42645611,-86165451,1
45028249,-83536610,1
45156457,-85303853,1
44104905,-83865674,1
46731668,-88335388,1
42670351,-85427281,1
43529339,-83762898,1
44586780,-85931969,1
41825532,-86684816,1
41792652,-84900917,1
42144355,-84848182,1
41800617,-85866011,1
45245371,-84938228,1
45326831,-84549533,1
46215929,-85006769,1
43958329,-84919332,1
42932843,-84808267,1
44682996,-84610441,1
45788216,-87078454,1
45830389,-87807258,1
42639932,-85004661,1
45355915,-84913255,1
43002000,-83692507,0
43868833,-84228499,1
46221840,-89240577,1
43268950,-84660821,1
41743114,-84447488,1
46910918,-88853210,1
43736160,-83381857,1
42496734,-84243060,0
42944929,-85074665,1
44262826,-83688778,1
46079655,-88629006,1
43552836,-84966988,1
42378230,-84630106,1
42179540,-85473371,0
44634438,-85252891,1
43031413,-85550267,1
47352566,-88288905,1
44042060,-85712873,1
43285214,-83261468,1
44988569,-85644068,1
41768254,-84107609,1
42603479,-83911173,1
46460159,-85515605,1
46074658,-85733841,1
42491736,-83040222,1
44330169,-86027194,1
46396896,-87300505,0
43949422,-86104210,1
43590861,-85403676,1
45679339,-87389877,1
43647297,-84387331,1
44343261,-84944639,1
41865026,-83670689,1
43330898,-85414422,1
44913060,-84218570,1
43295493,-86468853,0
43554311,-85800884,1
42835019,-83422980,0
43721873,-86141107,1
44472352,-83959844,1
46782698,-89597404,1
44112055,-85405091,1
44662952,-84089518,1
44870234,-84659847,1
42869816,-85969722,1
45384168,-83749850,1
44359863,-84543576,1
43334958,-83749418,1
43404010,-82951494,1
46042076,-86235756,1
42803973,-84295949,1
43327048,-83657355,1
42363778,-86138952,1
42309687,-83772991,0
42239933,-83150823,0
44399120,-85629669,1
46712878,-93489808,1
45169739,-93188924,1
46821648,-95391968,1
47974989,-95008708,1
45654829,-94073533,1
45376691,-96516214,1
43925892,-94233683,1
44253427,-94903534,1
46614151,-92735406,0
44805487,-93766524,1
47095793,-94021032,1
45019892,-95630814,1
45336417,-92967517,1
47066300,-96258706,1
47585873,-95375974,1
47648636,-90801861,0
44007813,-95196562,1
46616147,-94235561,1
44771547,-93226258,0
44148244,-92903452,1
45871169,-95237474,1
43673848,-93948241,1
43704566,-92237117,1
43559269,-93420578,1
44287597,-92693235,1
45934055,-96012359,1
45015914,-93471880,0
43571029,-91635822,1
46984699,-95099350,1
45651313,-93275622,1
47746177,-93962961,1
43738986,-95316815,1
45833199,-93402621,1
45258882,-95141945,1
48871994,-97092442,1
48278880,-93755536,1
45067384,-96440184,1
47134891,-91545363,0
48875164,-94885668,1
44324235,-93569726,1
44275371,-96141967,1
44580923,-95883387,1
44946121,-94075720,1
47184343,-95939849,1
48261376,-96772583,1
43667270,-94673433,1
45146898,-94674112,1
45989733,-93620235,1
46105236,-94531738,1
43694738,-92796930,1
43993479,-95763493,1
44337793,-94070153,1
43645207,-95735375,1
47271463,-96182441,1
43884346,-92503744,0
46412413,-95713452,1
48014969,-96213472,1
46310484,-92863863,1
44009283,-96099250,1
47681728,-96154311,1
45719299,-95225097,1
45005902,-93105869,0
47885347,-96270368,1
44329780,-95211785,1
44779761,-95370482,1
44500341,-93382574,1
43674883,-96252794,1
48900663,-95250324,1
44608912,-93757888,1
45467503,-93602475,1
44564912,-93962668,1
45528860,-94593338,1
43955103,-93274017,1
45595739,-95923233,1
45281997,-95512817,1
46250882,-94934361,1
46007415,-96359342,1
44242705,-92425643,1
46564002,-95082796,1
44065547,-93550495,1
44898516,-92923010,0
43867848,-94742716,1
46326166,-96528032,1
44025217,-91770781,1
45200875,-93888099,1
44667478,-95576938,1
40254906,-92705779,1
39953094,-94837827,1
40536073,-95321135,1
39212787,-92004617,1
36623330,-93940707,1
37471409,-94554307,1
38251879,-94331993,1
38315550,-93327381,1
37119918,-90088925,1
38903318,-92102153,0
39676333,-94857364,1
36712451,-90407013,1
39579927,-94050144,1
38959176,-91924180,1
38102482,-92914785,1
37278096,-89806091,1
39315544,-93377455,1
36922108,-91052088,1
38571340,-94360846,1
37681676,-93797692,1
39499974,-93193552,1
36854253,-93292806,1
40392193,-91925945,1
39320008,-94487679,1
39656015,-94385893,1
38530921,-92249342,1
38742077,-92962870,1
37858464,-91426693,1
37431754,-93849903,1
37659600,-93018874,1
39874071,-94153677,1
37640709,-91539270,1
36932331,-92499044,1
36492269,-90048069,1
38523478,-91023546,1
38360691,-91477511,1
40111077,-94223134,1
37181498,-93259586,1
40083658,-93598888,1
40461360,-93831980,1
38488076,-93588108,1
37944587,-93365137,1
39981457,-95092325,1
39095462,-92705966,1
36933184,-91898910,1
37713211,-91133384,1
39035038,-94356728,1
37185063,-94330289,1
38293157,-90429283,1
38743365,-93582884,1
40155779,-92233840,1
37577499,-92759488,1
38974573,-93503803,1
36985316,-93809406,1
40101236,-91694121,1
39058354,-90850945,1
39964179,-93152305,1
39871946,-93397106,1
36632573,-94342802,1
39638988,-92465810,1
