0,1,2
37413591,-90236118,1
38169920,-91968002,1
39913861,-91541024,1
40406448,-93584314,1
38108574,-92310170,1
36936030,-89216333,1
38656781,-92661396,1
39481463,-91848796,1
38794225,-91573653,1
38654746,-92892923,1
36603844,-89650005,1
36982951,-94187929,1
40286914,-95078313,1
36526267,-91548742,1
38406348,-92049397,1
36651607,-92442341,1
36347807,-89818059,1
37628496,-89688532,1
38659963,-93108757,1
37971347,-91636399,1
39466564,-91332846,1
39464918,-94657050,1
37743835,-93320582,1
40465883,-93019815,1
39650045,-91270502,1
39341357,-92410961,1
39341906,-93984387,1
37327153,-91024337,1
36661010,-90850785,1
39070204,-93430344,1
40409719,-92569221,1
40306854,-92085363,1
37004204,-89526567,1
36998455,-91331701,1
39778816,-92075059,1
36978223,-90081609,1
36690661,-93344687,1
40234080,-93288613,1
36772257,-93222445,1
37193593,-92078527,1
37898554,-94229787,1
38797733,-91048471,1
37970441,-90870001,1
37119566,-90444953,1
37175980,-92820353,1
40478118,-94423294,1
37160913,-92415178,1
39167833,-119776409,1
45720048,-113250784,1
45518708,-107481697,0
48360516,-108893920,1
46454470,-111650954,1
45319054,-108948445,1
45567085,-104539066,1
47580761,-111637014,1
48176410,-110311201,1
46323967,-105462341,1
48895600,-105161657,1
47254164,-105172545,1
46218279,-112811742,0
46283486,-104475079,1
47065531,-109430106,1
48274564,-114365126,1
45627982,-110901280,0
47325641,-106943963,1
48654170,-113126262,0
46378527,-109257354,1
46272241,-113435709,1
48566602,-110110287,1
45996345,-112088845,1
47151357,-110222384,1
47899392,-114206827,1
48509680,-110966631,1
48580494,-115816915,1
47874088,-105535752,1
45325565,-111868085,1
46633160,-111050627,1
47137198,-114747599,1
47300776,-113548481,0
46444224,-108395473,1
46016146,-110599503,1
47002053,-108122735,1
48224749,-108035444,1
48270833,-112311973,1
45391078,-105630461,1
47035882,-113097461,1
46789256,-105312757,1
46395224,-114160159,1
47655825,-104195206,1
48115522,-105189701,1
46267953,-106666959,1
47794472,-115538422,1
48868265,-104314372,1
45939758,-112736528,0
45743871,-109522372,1
45696301,-109855062,1
47726972,-111693800,1
48940067,-111849008,1
46176296,-107338750,1
48330241,-106609665,1
46485721,-109834856,1
46824454,-104122311,1
45978288,-108194508,1
40466384,-98544036,1
42176397,-98066911,1
41554073,-101714495,1
41546441,-103710045,1
41912303,-99977135,1
41570444,-97863484,1
42314537,-103097258,1
42872702,-98701552,1
42533987,-99702813,1
40812713,-98788349,1
41808435,-96255430,1
41091760,-97224683,1
40884503,-96146512,1
42708262,-97161919,1
40416806,-101370507,1
42542631,-101126167,1
41161943,-103066015,1
40639247,-98251120,1
41559744,-97079635,1
41960145,-96893932,1
41423996,-100194253,1
42459711,-96457068,1
42788579,-103299462,1
40892469,-100070257,1
41112122,-102421494,1
42512745,-96824742,1
41648478,-96787252,1
41291736,-96171104,0
40176417,-101687688,1
40418921,-97578418,1
40317430,-98904418,1
40524809,-100382030,1
40112009,-100106003,1
40122407,-96666863,1
41615307,-102331762,1
41782277,-99134041,1
40539998,-99830345,1
41919117,-101746919,1
41397214,-98431898,1
40872494,-98589324,1
40893539,-98102223,1
40176513,-99404864,1
40524819,-101061328,1
40176356,-101010823,1
42599715,-99141514,1
42042143,-101045192,1
41232405,-98503283,1
40152861,-97126435,1
40410949,-96280341,1
40378795,-99152181,1
41199097,-101423214,1
42836424,-99747046,1
41206972,-103769557,1
42533387,-98004988,1
40820645,-96692843,0
40762172,-100760429,1
41480166,-100512463,1
41914060,-99454335,1
41568548,-101059489,1
42042732,-97829855,1
41244701,-98182952,1
41667733,-103102335,1
41445863,-97732584,1
40477743,-95729589,1
40036673,-98069593,1
40684941,-96270409,1
40179541,-96097374,1
40850739,-101649075,1
40477867,-99508075,1
42353780,-97788065,1
41537151,-97484880,1
41114446,-97591433,1
40176507,-100476977,1
40149228,-95710477,1
42445152,-99455891,1
40484136,-96968290,1
41180985,-95990942,1
41375782,-96811409,1
41851012,-103707260,1
40938023,-97292178,1
42502412,-102399697,1
41117178,-98832654,1
42631216,-103782027,1
41982175,-97203396,1
40059775,-97380646,1
41979407,-100557354,1
42238161,-96472847,1
41603603,-98932718,1
41395315,-96209006,1
42155768,-97193232,1
40201919,-98500021,1
41779992,-98679988,1
40890132,-97597278,1
39537979,-118343592,1
35927901,-114972061,0
39055424,-119805916,1
40504545,-114412635,1
37722454,-117796454,1
40413793,-116581275,1
41076358,-117760165,1
40042115,-116974803,1
37759736,-114972405,1
39080415,-119228631,1
38970781,-118833128,1
38863664,-117928173,1
40251285,-118400276,1
39332488,-119613509,1
39453739,-119722803,0
39342631,-114885945,1
43426838,-72154710,0
43883871,-71257726,1
43948644,-72080708,0
42890804,-71933396,1
43319339,-71467006,1
43256871,-71171886,0
39414646,-74664150,0
39968787,-74624050,0
39839405,-74945624,0
39158165,-74786886,1
39271264,-75027671,0
40791850,-74245241,0
39565465,-75014084,1
40732350,-74075391,0
40615577,-74772376,1
40280531,-74712018,0
40430006,-74417344,0
40161392,-74043772,1
40867331,-74578269,1
39945798,-74297820,1
41011428,-74304793,0
39499765,-75082022,1
40566553,-74599801,0
41128310,-74678956,1
40697851,-74405595,0
40717349,-75072957,1
35044339,-106672872,0
33325458,-108871953,1
33026322,-104491621,1
34962954,-108056457,0
36606924,-104692463,1
34518407,-103128609,1
34387466,-104419381,1
32118710,-106648973,0
32482828,-104287257,1
32619444,-108370410,0
34852639,-104589897,0
35804116,-103902091,1
32055007,-108629130,1
33252178,-103317675,1
33330502,-105693322,1
35863858,-106295255,0
32239815,-107740420,1
35480924,-108176693,0
36008302,-105023886,0
32777584,-105466283,1
35123423,-103271136,1
36132101,-106002201,0
33921623,-103189798,1
35282859,-106712495,0
36774472,-108069250,1
35456288,-104679611,0
35521181,-105981847,0
32920290,-107569856,1
33963287,-106876440,0
36613044,-105590018,0
34650925,-105880597,1
36369783,-103505541,1
34857650,-106699567,1
42464687,-74213992,0
42050965,-77821349,1
40851549,-73840908,0
42173709,-75922159,1
42062125,-78377974,1
43046493,-76555316,1
42253734,-79484286,1
42147285,-76750888,1
42624833,-75652767,1
44827274,-73513225,0
42243991,-73641076,0
42449946,-75924813,1
42183045,-74925617,1
41759905,-73743714,0
42768413,-78887094,0
44082670,-73530601,1
44980232,-74647334,1
43190651,-74650311,1
43041606,-78057252,1
42320273,-74231589,1
43667618,-74456913,1
42909122,-75128670,1
44029787,-76222374,1
40645099,-73945032,0
43818705,-75480342,1
42555834,-77999451,1
42854631,-75660462,1
43286024,-77684264,0
42975134,-74657384,1
40754757,-73601772,0
40780751,-73977182,0
43117255,-79018415,1
43239274,-75477960,1
43067576,-76171351,0
42905459,-77548423,1
41376892,-74459687,1
43328706,-78238501,1
43427301,-75880041,1
42501093,-75140874,1
41485285,-73595066,1
40559365,-73906713,0
42676167,-73606194,1
40591006,-74150741,1
41160945,-74060826,0
43088397,-73591652,1
42833261,-74058015,0
42787077,-74584971,1
42474143,-77097713,1
42586029,-76801671,1
42069469,-77438058,1
40922326,-72637078,1
41591075,-74749722,1
42107825,-76502218,1
42480300,-76635158,0
41881485,-74430063,0
43631297,-73936399,1
43492815,-73421536,1
43224693,-76840547,1
40899599,-73780976,0
42818578,-78102549,1
42480150,-76946931,1
36021389,-79357399,1
35916914,-81209656,1
36495157,-81140955,1
34924469,-80050030,0
36359734,-81484857,1
36044098,-82003691,1
35519268,-76889200,1
36039911,-76936954,0
34497157,-78322339,1
34155253,-78055776,1
35620335,-82528558,0
35737757,-81616600,1
35416779,-80416474,1
35777241,-81430230,1
36455346,-76280026,1
34695016,-76862415,1
36379479,-79366733,1
35579418,-80968153,1
35623508,-79098782,0
35131159,-84038776,1
36249278,-76630775,1
35015083,-83905055,1
35352890,-81425111,1
34262252,-78625479,1
35313130,-77177912,1
35142518,-78745001,0
36400991,-76092420,1
35559564,-75465858,1
35781848,-80203546,1
35906241,-80546090,1
34897753,-77774970,1
36051155,-78857651,0
35928437,-77581631,0
36027482,-80207280,0
36018749,-78438181,1
35329185,-81057419,1
36434329,-76620014,1
35343758,-83773869,1
36442431,-78557098,1
35428349,-77701329,1
36080707,-80024400,0
36389174,-77750353,0
35322949,-79107381,1
35585619,-82959617,1
35292714,-82503611,1
36418251,-76954858,0
34953431,-79233178,0
35355633,-76187429,1
35831037,-81007620,1
35423045,-83263368,1
35590731,-78360723,1
35057695,-77431386,1
35467567,-79165314,1
35057332,-77694287,1
35521229,-81418729,1
35616257,-82148319,1
35031070,-83327411,1
35879456,-82516228,1
35821205,-77102193,1
35260020,-80804151,0
35914640,-82076470,1
35393595,-79907346,1
35230348,-79337956,1
36124661,-77825049,1
34214489,-77859467,1
36393691,-77313667,0
34776677,-77173963,1
36052510,-79107692,0
35191279,-76660435,1
36293633,-76271958,0
34675090,-78044929,1
36219345,-76466689,1
36311201,-78922920,1
35474610,-77327423,0
35279322,-82179654,1
35801501,-79961118,1
34994152,-79767341,1
34765637,-79031674,1
36392135,-79773094,1
35691689,-80432679,1
35463527,-82183853,1
34623287,-78234209,1
34903601,-79404128,0
35258365,-80415177,1
36345180,-80159989,1
36336635,-80852275,1
35494881,-83349060,1
35097862,-82988872,1
35936934,-76203339,1
34964812,-80427656,1
36518058,-78400865,0
35797692,-78625265,0
36373670,-78110931,0
35835272,-76554122,0
36324526,-81739308,0
35217099,-77897418,1
36211148,-81129235,1
35771467,-77973007,0
36210523,-80801365,1
35839240,-82196202,1
46113891,-102496805,1
47110075,-98397443,1
48256479,-99602542,1
46979437,-103349989,1
48866550,-100836782,1
46112755,-103520928,1
48655093,-102679499,1
46876069,-100277434,1
46934596,-97229718,1
48771780,-98464102,1
46109493,-98225652,1
48816502,-103467251,1
47402085,-102622139,1
47761272,-98909970,1
46080388,-100223542,1
47507777,-98627951,1
46847632,-103874736,1
47785848,-97347030,1
46244657,-101218713,1
47399030,-98403593,1
46418659,-102562280,1
47132159,-99970526,1
46398713,-98099446,1
46464858,-99656820,1
47986050,-100798821,1
46064366,-99786023,1
47802905,-103266700,1
47746583,-100931173,1
47263087,-101929416,1
46849592,-101972303,1
48299352,-102770085,1
47846213,-98451175,1
47145874,-101159363,1
48880795,-97797358,1
48465282,-99645681,1
48317012,-98800481,1
46521481,-97416257,1
48759404,-101862477,1
46384021,-97114080,1
48880498,-99734073,0
46221613,-97623070,1
47717951,-100212340,1
46365588,-100783143,0
46454966,-103485325,1
46856469,-102784581,1
47455650,-97718955,1
46768695,-98565136,1
48844548,-99263090,1
47582141,-97244353,1
48323898,-97814390,1
48290933,-101111794,1
47421182,-99404828,1
48532242,-103772098,1
38916300,-83580733,1
40732147,-84159688,1
41028371,-82242915,1
41549414,-80967673,1
39484517,-82080528,0
40589899,-83953648,1
40011338,-80970135,1
38946921,-83862877,1
39440956,-84575746,1
40495710,-81216271,1
40056400,-84025444,1
39883209,-83869830,1
39068815,-84280171,1
39444985,-83824424,1
40843563,-80979435,1
40274460,-81824640,1
40914732,-82806099,1
41685744,-81672797,0
40211787,-84758818,1
41318045,-84569545,1
40167712,-82869636,1
41491810,-82647824,1
39763100,-82447024,1
39536986,-83455012,1
39969036,-83011389,0
41591510,-84178148,1
38961601,-82345709,1
41673116,-81052453,1
39798503,-84052053,1
39942700,-81458577,1
39166759,-84538220,0
40834004,-83651785,1
40689897,-83811072,1
40277046,-81262892,1
41435059,-84254414,1
39073820,-83385303,1
39433804,-82366742,1
40616536,-81681707,1
41120678,-82697369,1
39116467,-82553489,1
40338699,-80810216,1
40370660,-82481346,1
41910676,-81249027,1
38590602,-82456062,1
39953262,-82211784,1
40321114,-83640462,1
41160846,-82211778,0
41653788,-83658937,0
39948860,-83309892,1
40920492,-81021736,0
40475651,-83048607,1
41132725,-81929185,1
39168349,-81842313,1
40408584,-84635417,1
39987910,-84350107,1
39663015,-81182232,1
39750471,-84268593,1
39548994,-81826194,1
40528862,-82822920,1
40143323,-81995016,1
39673870,-81485687,1
41605048,-83338128,1
41062763,-84716982,1
39736529,-82278894,1
39604282,-83126646,1
39072309,-83024014,1
41102836,-81049216,1
39881330,-84621617,1
40882077,-84148028,1
40772874,-82532057,1
39328523,-83242873,1
41420210,-83316860,1
38793335,-82960460,1
41124530,-83144773,1
40364003,-84232610,1
40811809,-81368284,1
40969521,-81458185,0
41368863,-80950285,1
40618290,-81414245,1
40427182,-83352079,1
40794002,-84785735,1
39283031,-82397708,1
39294913,-84092498,1
39544391,-81245804,1
40830699,-81895377,1
41591453,-84447033,1
41204236,-83683700,1
40942450,-83192192,1
35991414,-94570433,1
36666492,-98181223,1
34456722,-96012309,1
36866365,-100877878,1
35269460,-99680146,1
35980824,-98378820,1
33921979,-96191767,1
35203206,-98357423,1
35732016,-97977460,1
34288884,-97248074,1
35764427,-94881607,1
34011680,-95573733,1
36807900,-102250924,1
35343003,-97625383,1
34603933,-96420055,1
34749594,-98167941,1
34321541,-98319264,1
36885732,-95215685,1
36049890,-96074326,1
35709894,-98810990,1
36205961,-94797319,1
36149508,-99301912,1
36318631,-99758319,1
36563723,-97662492,1
34723793,-96962983,1
35081997,-98087971,1
36690445,-97557809,1
34920817,-99567494,1
34768632,-99833341,1
36797229,-99649490,1
35151590,-94966276,1
35237428,-96248595,1
34547940,-99421959,1
34168309,-98000691,1
34310191,-96670349,1
36678755,-97166131,1
35945046,-97942225,1
34989694,-99245430,1
34855219,-95287712,1
35634929,-97098322,1
35944569,-97408181,1
33894135,-97247886,1
34873374,-97048399,1
34061674,-94808868,1
35347368,-95664118,1
36334047,-98532338,1
34010202,-96754984,1
36414108,-95077276,1
34520837,-96996244,1
35511412,-95131499,1
36455368,-97187383,1
36798384,-95608896,1
35344476,-96077141,1
35443973,-97354813,1
35513169,-95958271,1
36781943,-96660700,1
36798561,-94789475,1
36503442,-96735613,1
36164752,-96803185,1
34947259,-95720708,1
34651102,-96527350,1
34962658,-97031451,1
34418801,-95358406,1
35717616,-99682177,1
36496258,-95702010,1
35146252,-96627985,1
35497703,-94968442,1
34485320,-97852223,1
36971874,-101073973,1
34488104,-99158545,1
36139826,-96029725,1
35963567,-95513856,1
36450115,-95881381,1
35283787,-99170439,1
36671897,-98974629,1
36275810,-99337840,1
44432748,-117389163,1
44346783,-123325952,0
45173284,-122259861,0
46125267,-123905174,0
45888246,-123209056,1
42879975,-124070945,1
44168050,-120660334,1
42609252,-124388576,1
44349792,-121245224,1
43308689,-123165395,1
45438822,-120206698,1
44119638,-119122317,1
43019785,-119069624,1
45643738,-121536658,0
42697957,-122769269,1
44771108,-121334786,1
42357375,-123321239,1
43372529,-121658336,1
42805272,-120355294,1
43915870,-124031752,0
44333892,-124024246,0
44273684,-123108438,1
43966853,-117709928,1
44795200,-122942210,1
45707049,-119631097,1
45580557,-122374776,0
44991024,-123209356,1
45403298,-120710276,1
45097011,-123943418,1
45788782,-118300068,1
45162055,-117848982,1
45655005,-117511052,1
45297105,-121233727,1
45548616,-123114725,0
44780103,-119914072,1
45145011,-123523136,1
39894800,-77213493,1
40434436,-80024817,0
40847829,-79451575,1
40833615,-80384434,1
39755155,-78406388,1
40407173,-75984901,1
40402532,-78255764,1
41771970,-76521266,1
40208408,-74829140,0
40709713,-80104597,1
40484487,-78702224,1
41417566,-78204927,1
41048947,-75608580,1
40897081,-77402419,0
40156293,-75786492,0
41202325,-79453751,1
40989115,-78422403,1
41187424,-77372827,1
40987130,-76287669,1
41763965,-80098233,1
40104094,-77472794,1
40298988,-76847194,0
39905987,-75535383,0
41619213,-78839413,1
42182748,-80064915,1
40084517,-79590529,1
41475887,-79239101,1
39771372,-77627020,1
39943762,-78122265,1
39909365,-80430040,1
40222408,-77941975,1
40867654,-79141344,1
41047897,-78819682,1
40565325,-77235359,1
41394526,-75824239,0
40242327,-76057696,1
41119992,-80333192,1
40308696,-76296308,1
40579830,-75579884,0
41272248,-75880146,1
41378570,-77331293,1
41801078,-78579739,1
41456666,-80043012,1
40644505,-77567708,1
41085529,-75499384,0
40309952,-75584885,0
41027277,-76653633,1
40921386,-75097007,1
40782155,-76672737,1
40342999,-77182569,1
40001811,-75117870,0
41396988,-75186881,1
41737627,-77902366,1
40722587,-76229623,1
40762675,-77077520,1
40180418,-78829021,1
41432901,-76516887,1
41957087,-75664856,1
41771970,-77242228,1
40905947,-76859662,1
41398105,-79738809,1
41920018,-79448206,1
40038498,-79920937,1
41540648,-75222927,1
40401071,-79029098,1
41566386,-75975715,1
39972985,-76687826,1
41727451,-71257492,0
41610180,-71175183,0
41871766,-71558518,0
34221282,-82631810,1
33537730,-81599891,1
33098848,-81206789,0
34553642,-82612123,1
33178426,-81182699,0
33302264,-81376276,1
32587814,-80718285,1
32966780,-79852835,1
33696732,-80867833,1
32659087,-80167357,0
35109530,-81494193,1
34692493,-81003877,1
34721259,-80189610,1
33884239,-80022566,0
32946307,-80948043,1
34442018,-79880497,1
34488255,-79476859,0
32999726,-80329328,1
33698302,-81864218,1
34387337,-81082923,0
33937275,-79769899,1
33464107,-79183904,1
35071632,-82374186,1
33996062,-82150998,1
32692321,-80887321,0
33935814,-78919205,1
32393253,-81011496,0
34441802,-80603298,1
34973866,-80851836,1
34595311,-82114703,1
34049335,-80043417,0
33925183,-81248345,1
33835620,-82319983,1
34258011,-79478292,0
34732322,-79829665,0
34355120,-81659070,1
34703943,-83035205,1
33272291,-80792496,0
34977961,-82784806,1
34005992,-80970766,0
34000971,-81741069,1
34888237,-81969020,1
33895272,-80498019,0
33598355,-79709369,0
34991814,-81208605,1
43714955,-98644922,1
44414319,-98279548,1
43193203,-101669330,1
42988284,-97878579,1
44405596,-96599788,1
45670534,-98580207,1
43776542,-99186931,1
44064873,-99251509,0
44719176,-103425620,1
45844431,-100283026,1
43034725,-98315504,1
44848565,-97737227,1
42996509,-97058654,0
45093607,-97453149,1
45708402,-101154581,1
43666816,-103371071,1
43674994,-98164483,1
45369855,-97603949,1
44567419,-96594440,1
45098685,-100879214,0
43427358,-98608778,1
45419289,-99346593,1
43239655,-103527757,1
44991420,-99340678,1
45230876,-96823706,1
43248832,-99016376,1
44046063,-101630722,1
44588234,-97142872,1
44495497,-98869647,1
43762939,-97869025,1
45578941,-103493668,1
44333927,-99767237,1
43248460,-97923502,1
44490558,-99589344,1
43691966,-101601609,1
44066415,-98675133,1
43938049,-100701672,1
44369593,-97652194,1
44021983,-97129455,1
44495846,-103870251,1
43286596,-96776784,1
43858620,-99824337,1
43723565,-97581441,1
45882332,-99169825,1
45692919,-97768102,1
44589806,-102787188,1
43623523,-100721218,1
44037102,-97560340,1
43674582,-96791340,1
43907616,-96653301,1
44016848,-102598660,1
45680798,-102292753,1
45223750,-99694578,1
45398570,-96832256,1
44042710,-98231397,1
45045466,-98182922,1
44475844,-100529517,1
44722873,-99979546,1
43194063,-100713373,0
43382122,-99882310,1
43188383,-97180373,1
42587483,-96585026,1
45504288,-100311701,1
42867556,-97390268,1
44992051,-101568656,1
36105971,-84195796,1
35468961,-86305194,1
35905992,-88078052,1
35609437,-85210253,1
35754464,-83804833,1
35172720,-84861885,1
36418966,-84201074,1
35836335,-86033176,1
35845800,-88357504,1
36384473,-82266921,1
36271077,-87047966,1
35535462,-88537854,1
36471886,-83522140,1
36552546,-85631181,1
36023406,-83054705,1
35497637,-86074820,1
35780292,-89026456,1
36007405,-85162272,1
36186605,-86785248,0
35785097,-88041426,1
35958503,-85835635,1
36124378,-87226354,1
36168626,-89198503,1
35141626,-89422466,1
36282181,-85091312,1
35146602,-86102966,1
36135364,-89111653,1
35217373,-87015664,1
36250636,-83493998,1
36173296,-82976161,1
35273159,-85761237,1
36256858,-83146114,1
35221092,-85209082,1
36509867,-83185624,1
35343473,-88942458,1
35264369,-88053366,1
36520167,-82857862,1
35456111,-89339146,0
35768119,-88348263,1
36295353,-88157201,1
35803869,-87259140,1
36315226,-87798852,1
36032353,-87827460,1
36433214,-85707955,1
36077612,-83299826,1
36375484,-81758240,1
35935134,-83750258,1
36259730,-89465379,1
35754505,-89661120,1
35170415,-87402375,1
35526554,-87489057,1
35052581,-86717885,1
35678118,-84431236,1
35542073,-84582782,1
34996870,-88645577,1
36517717,-85866182,1
35481628,-89027133,1
35020638,-85529023,1
35504165,-86792003,1
35722628,-87212698,1
35520244,-84825054,1
35531891,-84225767,1
36495848,-87538989,1
35282767,-86305403,1
36031584,-84560491,1
36354384,-89149881,1
36281225,-85304796,1
35786732,-87787992,1
36552982,-85162523,1
35089723,-84376621,1
36107377,-85729463,1
35617220,-84928921,1
35843277,-84656532,1
36481635,-86689867,1
35856167,-86453360,1
36548200,-84414551,1
35171226,-85530468,1
35849046,-83514320,1
35201738,-89971538,0
36124389,-85859146,1
36490214,-87697982,1
36504158,-82264460,1
36572762,-86305594,1
35414319,-89818781,1
36402012,-86143252,1
36201952,-82316667,1
36342768,-83820390,1
35677816,-85434355,1
35766758,-85678847,1
36244143,-82564040,1
35345882,-87775459,1
36241614,-88860371,1
35866476,-85609235,1
35809026,-86891286,1
36087694,-86151145,1
31794191,-95661964,1
32370377,-102523255,1
31174421,-94401293,1
28070458,-97101567,1
33615708,-98687302,1
34965329,-101357838,1
29059014,-98637560,1
29913413,-96496067,1
34092391,-102829924,1
29729603,-99191141,1
30003401,-97222121,1
33620131,-99263681,1
28178966,-97745640,1
31174847,-97269835,1
29437532,-98461582,0
30219829,-98358613,1
32743795,-101432354,1
32043524,-97750239,1
33476552,-94394950,1
29512687,-95254188,1
30652120,-96341012,1
29818742,-103060715,1
34471337,-101304190,1
27223209,-98145056,0
31692764,-98807010,1
30364879,-96526729,1
30537773,-98333113,1
29751348,-97748349,1
28427276,-96667313,1
32297559,-99412891,1
26115896,-97494039,0
32998041,-94952278,1
35414902,-101176661,1
32953226,-94599193,1
34743735,-102506442,1
29823383,-94475364,1
31782048,-95164021,1
34529678,-100207642,1
34032867,-98228187,1
33598837,-102619882,1
31739714,-100288365,1
31953707,-99605724,1
33361524,-96467617,1
34964812,-100270689,1
29675937,-96743007,1
29953460,-98228503,1
31972712,-98540485,1
31361745,-100092229,1
33495794,-97143184,1
31470598,-97734728,1
34021740,-100298633,1
31500553,-102347243,1
30798496,-101498604,1
33685130,-101383596,1
31039120,-104824473,0
36337083,-102916844,1
32767268,-96777626,0
32527337,-101715971,1
34966095,-102313090,1
33442173,-95851141,1
33207430,-97116282,1
33471532,-100802023,1
28422970,-99754260,0
34965525,-100814865,1
27660127,-98517875,0
32268924,-98860949,1
31733396,-102587906,1
30017074,-100212863,1
32150961,-96981584,1
31694842,-106299987,0
32215275,-98207997,1
31371525,-97076732,1
33563367,-96000216,1
29914207,-97053015,1
32708935,-100234051,1
34071514,-101303130,1
33968163,-99641288,1
29525461,-95756462,0
33175662,-95216724,1
31769360,-96391904,1
28867782,-99108227,0
32671912,-102805355,1
29437631,-94632252,1
33180889,-101298072,1
30387956,-98701902,1
31864331,-101493750,1
28529477,-97592509,1
29693474,-97299947,1
35533384,-100956013,1
33701372,-96836522,1
32538299,-94862219,1
30494286,-96018489,1
29611797,-97971208,1
33949361,-101817820,1
34394837,-100892561,1
31636838,-98348689,1
36226446,-101294059,1
34390860,-99857216,1
30518504,-94445800,1
29550411,-95128758,0
32653731,-94342725,1
35891634,-102392664,1
33077086,-99958978,1
30012441,-98031713,1
35904503,-100384093,1
32194199,-95548056,1
26409709,-98224206,0
31971321,-97346289,1
33745660,-102320586,1
32400038,-97933708,1
33168606,-95585464,1
31259370,-95367485,1
32378209,-101612630,1
31315723,-105452562,1
33325760,-96056153,1
35823913,-101445209,1
31347682,-100874701,1
33030672,-98066151,1
28845526,-96581962,1
30493361,-93951837,1
30758682,-104209994,1
30111843,-94190147,1
27070690,-98692717,0
28024961,-97870486,0
32524393,-97260900,1
32869561,-99808377,1
28821975,-97768307,1
32733179,-96195026,1
29952304,-98794374,1
27222302,-97793153,0
33185031,-100646103,1
30172545,-99484971,1
30498845,-99709428,1
33616723,-100254782,1
29299888,-100421055,1
27297687,-97787713,0
33493579,-99812671,1
33659730,-95582906,1
34047934,-102526312,1
31218283,-98394921,1
29297302,-97047148,1
30294922,-96965990,1
31124860,-96109604,1
30054158,-94676436,1
31409873,-96572810,1
36277602,-100273561,1
28421814,-98071902,1
30772002,-98446332,1
31825466,-103655280,1
33610018,-101821292,1
33177231,-101816432,1
31217152,-99347156,1
31541116,-97161480,1
28350458,-98568760,1
30913412,-96085341,1
32805853,-94365546,1
32306026,-101949963,1
30719628,-99224184,1
28754719,-95945896,1
28641577,-100389477,0
29236464,-99145273,1
30918307,-99780490,1
31869259,-102031726,1
30783324,-96723691,1
31477095,-98630919,1
32362705,-101043022,1
33499274,-97760266,1
30329016,-95463474,1
36019612,-101820002,1
32925231,-94704906,1
33901277,-100857208,1
31534162,-94639022,1
31905199,-96388082,1
30584648,-93749467,1
32308289,-100404514,1
27777000,-97463213,1
36278199,-100815862,1
35211942,-102200425,1
30054793,-93903108,1
32704835,-98346877,1
32183774,-94308713,1
32951494,-97942209,1
34524376,-102784569,1
30711984,-102676783,1
30817866,-94869052,1
35401475,-101895089,1
29943719,-104386683,0
32917861,-95898171,1
35142756,-101992003,1
31417011,-101542300,1
29849750,-99768284,1
33551468,-94772766,1
31383297,-103556598,0
28206879,-97334538,1
35718140,-100676817,1
31026276,-96533031,1
32919754,-96356310,1
31951207,-99955406,1
32301179,-94742539,1
31248170,-93973106,1
31548122,-94111751,1
30632802,-95085922,1
27973917,-97421131,1
31212412,-98723024,1
30912773,-100676722,1
32747707,-100915300,1
32624249,-99199479,1
31905616,-94426020,1
36340796,-102073587,1
32411237,-95289903,1
32284006,-97704041,1
26749896,-98583016,0
32715706,-98749054,1
31882997,-101030277,1
33178927,-100254017,1
30579386,-100671422,1
34558293,-101803862,1
32934629,-97248710,1
32466474,-99711665,1
30252946,-102162882,1
33047275,-102428171,1
33074064,-99054584,1
33190450,-94967456,1
31635184,-100658982,1
31105786,-95138794,1
30634714,-94380858,1
32571552,-95057746,1
31226573,-101944129,1
29357005,-99762039,1
29763171,-101230032,0
32543649,-95679211,1
28838353,-96887217,1
30847563,-95390439,1
30087937,-95948512,1
31569243,-103006747,1
30298367,-96211265,1
27732094,-99505138,0
29323344,-96091123,1
35394891,-100224203,1
34023386,-98687748,1
34341985,-99365767,1
26554299,-97426247,0
30456713,-97770237,1
29288795,-98050916,1
31755315,-103155748,1
33301868,-97814354,1
32782264,-95443370,1
33173518,-102829456,1
33005164,-98689196,1
26945418,-99203985,0
28943649,-99843874,0
38214874,-112923106,1
41387828,-112047650,1
41838005,-111917217,1
39614663,-110641314,1
40990039,-109704889,1
40963547,-112115984,1
40320728,-110435974,1
39230155,-111051827,1
37626146,-112083565,1
38999877,-109615008,1
37815946,-112900041,1
39757861,-111841787,1
37516889,-112663612,1
39064330,-113032141,1
41068883,-111702746,1
38434909,-112206757,1
41467578,-111183650,1
40725946,-111939420,0
37280022,-109568090,1
39488381,-111634051,1
38578516,-112310757,1
40702896,-111548098,0
40732900,-113991849,1
40374808,-109911237,1
40125168,-111580197,1
40410548,-111394222,1
37309231,-113476182,1
38296853,-111413774,1
41255285,-111956721,1
38815762,-77090050,0
37730001,-79355121,1
38040101,-78485066,0
36708500,-76278531,1
37262190,-77396989,1
37780216,-79986963,1
36592679,-79410983,0
38884936,-77174052,0
36682635,-76942233,0
38298305,-77489913,0
36660281,-80913605,1
37072658,-76389920,0
38440898,-78874173,0
37286676,-77296596,0
37400944,-79178506,1
36679571,-79865168,0
38852849,-77301990,0
36931166,-76239720,0
36937670,-82622624,1
37204765,-77392784,0
36868553,-76355165,0
37540646,-77431555,0
37274175,-79957860,0
38159275,-79062858,0
37195924,-76524805,0
36913144,-76147157,1
38065794,-78903445,1
37310451,-76746769,0
39167603,-78168643,0
36746101,-76665251,0
43893982,-73203001,0
43026984,-73055156,0
